"ID","annotation_id","annotator","bot","created_at","entities","events","id","lead_time","updated_at"
"b68377eaceb6dd0e",688,"1","The story is about a thirsty bird searching for water on a hot day. She was very tired and nearly fainting when she found a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped the pebbles into the pitcher one by one, which caused the water level to rise. Once the water was within reach, she drank it and flew away happily. The bird used the pebbles to raise the water level, showing cleverness and determination. The setting was a park, and the main challenge was accessing the water. The bird’s actions demonstrate problem-solving and resourcefulness.","2026-07-10T08:21:47.233371Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak \/ beak length""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2126,332.543,"2026-07-10T08:21:47.233371Z"
"b45c50cd638f3f88",689,"1","The story is about a little bird who was very thirsty on a hot day and searched for water for a long time. She became very tired and was about to faint when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She picked up the pebbles one by one and dropped them into the pitcher, causing the water level to rise. Once the water was within reach, she was able to drink it and flew away happily. The bird’s cleverness in using the pebbles to raise the water level allowed her to quench her thirst.","2026-07-10T08:22:04.699870Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak \/ beak length""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird looks for water for a long time."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The bird flies down and sits on the pitcher."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2127,17.019,"2026-07-10T08:22:04.699870Z"
"a7748adde1db7e07",690,"1","The story is about a little bird who was very thirsty on a hot day and searched for water for a long time. She became tired and almost fainted but then saw a pitcher of water under a bench in a park. She sat on the pitcher but couldn’t reach the water because it was too deep for her short beak. She noticed some pebbles nearby and decided to use them. She dropped the pebbles one by one into the pitcher, which caused the water level to rise. Once the water was within reach, she drank it and flew away happily. The bird’s cleverness in using the pebbles to raise the water level allowed her to quench her thirst.","2026-07-10T08:22:09.250109Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak \/ beak length""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird looks for water for a long time."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2128,4.137,"2026-07-10T08:22:09.250109Z"
"4a61492dd69bf489",691,"1","The story is about a little bird who was very thirsty and had been searching for water for a long time. She was tired and almost fainting when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, and the water level rose. This allowed her to drink the water. She then flew away happily. I don’t know the exact time of day or the type of bird, but I remember the setting was a park, and the bird used pebbles to raise the water level.","2026-07-10T11:53:15.312034Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak (or beak length)""]}","{""choices"":[""The bird is thirsty."",""The bird looks for water for a long time."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The bird flies down and sits on the pitcher."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2129,12665.61,"2026-07-10T11:53:15.312034Z"
"206a1264a38e8fb8",692,"1","The story is about a little bird who was very thirsty on a hot day and searched for water for a long time. She became very tired and was about to faint when she noticed a pitcher of water under a bench in a park. She flew down and sat on the pitcher but couldn’t drink from it because the water was too deep for her beak. She looked around and found some pebbles, which gave her an idea. She picked up the pebbles one by one and dropped them into the pitcher, causing the water level to rise. Once the water was within reach, she was able to drink it and flew away happily. The bird’s problem was the depth of the water, and she solved it by using pebbles to raise the level.","2026-07-10T11:53:31.975887Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak (or beak length)""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird looks for water for a long time."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The bird flies down and sits on the pitcher."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2130,16.184,"2026-07-10T11:53:31.975887Z"
"a8426571676d8535",693,"1","The story is about a little bird who was very thirsty and searching for water on a hot day. She was tired and almost fainting when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher but couldn’t reach the water because it was too deep for her short beak. She looked around and found some pebbles, which gave her an idea. She dropped the pebbles one by one into the pitcher, causing the water level to rise. Once the water was high enough, she was able to drink it. The bird then flew away happily. I don’t know the exact time of day or the type of bird, but I remember the setting was a park, and the bird used pebbles to raise the water level so she could drink.","2026-07-10T12:03:23.965110Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak (or beak length)""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The bird flies down and sits on the pitcher."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2131,591.541,"2026-07-10T12:03:23.965110Z"
"3ac22ffe1f4df9a2",694,"1","The story is about a little bird who was very thirsty and searching for water on a hot day. She was tired and almost fainting when she saw a pitcher of water under a bench in a park. She flew down and sat on the pitcher, but the water was too deep for her to reach with her short beak. She looked around and found some pebbles, which gave her an idea. She started dropping the pebbles into the pitcher one by one, and as the water level rose, she was finally able to drink from it. After quenching her thirst, she flew away happily. The bird used the pebbles to raise the water level, showing cleverness and determination. The setting was a park, and the main elements were the pitcher, the pebbles, and the bird’s effort to get water.","2026-07-10T12:03:40.470374Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak \/ beak length""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The bird flies down and sits on the pitcher."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2132,16.116,"2026-07-10T12:03:40.470374Z"
"aacec48a3ba6aefe",695,"1","The story is about a little bird who was very thirsty and tired on a hot day. She searched for water for a long time but couldn’t find anything to drink. She finally saw a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak. She looked around and found some pebbles. Using the pebbles, she dropped them one by one into the pitcher, which caused the water level to rise. Once the water was high enough, she was able to drink from it. After quenching her thirst, the bird flew away happily. The bird used problem-solving and resourcefulness to overcome the challenge of drinking the water.","2026-07-10T12:11:27.135364Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak (or beak length)""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird looks for water for a long time."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2133,466.273,"2026-07-10T12:11:27.135364Z"
"8fb1aa6e509c08f9",696,"1","The story is about a thirsty bird searching for water on a hot day. She was very tired and close to fainting when she noticed a pitcher of water under a bench in a park. The water was too deep for her to reach with her short beak, so she looked around and found some pebbles. She dropped the pebbles into the pitcher one by one, which raised the water level. Once the water was within reach, she drank it and flew away happily. The bird used the pebbles to make the water level higher so she could access it. The setting was a park, and the main challenge was the depth of the water. The bird's solution was clever and effective.","2026-07-10T14:28:02.996108Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak (or beak length)""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2134,8195.369,"2026-07-10T14:28:02.996108Z"
"fbe8651cdffbb86d",697,"1","The story is about a little bird who was very thirsty and searching for water on a hot day. She flew for a long time and became very tired, almost fainting. While looking for water, she saw a pitcher under a bench in a park. The pitcher had some water inside, but it was too deep for her to reach with her short beak. She looked around and found some pebbles. Using the pebbles, she dropped them one by one into the pitcher, which caused the water level to rise. Once the water was high enough, she was able to drink it. After quenching her thirst, the bird flew away happily. I don’t know the exact time of day or the type of bird, but I remember the bird was small, the pitcher was under a bench, and the pebbles were used to raise the water level.","2026-07-10T14:28:12.651260Z","{""choices"":[""bird"",""water"",""pitcher"",""pebbles"",""bench"",""park"",""beak (or beak length)""]}","{""choices"":[""The day is hot."",""The bird is thirsty."",""The bird looks for water for a long time."",""The bird becomes very tired and is about to faint."",""The bird spots a pitcher of water."",""The pitcher is under a bench in a park."",""The water is too deep to reach, the bird’s beak is not long enough."",""The bird finds some pebbles."",""The bird picks up pebbles and drops them into the pitcher."",""The water level rises, allowing the bird to drink."",""The bird flies away happily.""]}",2135,9.232,"2026-07-10T14:28:12.651260Z"
